%	P_20	=	1.0579	*	A	+	94.5434
%	P_30	=	1.215	*	A	+	108.4583
%	P_40	=	1.288	*	A	+	115.6092
%	P_50	=	1.4056	*	A	+	126.4475
%	P_60	=	1.6229	*	A	+	145.3033
%	P_70	=	1.8786	*	A	+	167.052
%	P_80	=	1.6667	*	A	+	150
%			1.447814286				129.6305286
							
%	P_20	=	1.228	*	A	-	113.2817
%	P_30	=	1.4052	*	A	-	128.3229
%	P_40	=	1.341	*	A	-	127.7011
%	P_50	=	1.973	*	A	-	174.6691
%	P_60	=	1.6634	*	A	-	155.0681
%	P_70	=	2.9762	*	A	-	269.4048
%	P_80	=	2.0588	*	A	-	189.4118
			1.806514286				165.4085
